sku,qty,price,errors
51596,100000,"4,600","Product Type is invalid or not supported"
51601,100000,"31,490","Product Type is invalid or not supported"
51602,100000,"24,980","Product Type is invalid or not supported"
51603,100000,"37,390","Product Type is invalid or not supported"
51604,100000,"2,990","Product Type is invalid or not supported"
51606-BK,100000,"2,990","Product Type is invalid or not supported"
51606-SBE,100000,"2,990","Product Type is invalid or not supported"
51606-SBK,100000,"1,850","Product Type is invalid or not supported"
51608-BK,100000,"3,720","Product Type is invalid or not supported"
51608-SBE,100000,"3,720","Product Type is invalid or not supported"
51608-SBK,100000,"3,720","Product Type is invalid or not supported"
51610-BK,100000,"2,690","Product Type is invalid or not supported"
51610-OE,100000,"2,690","Product Type is invalid or not supported"
51610-SBK,100000,"2,690","Product Type is invalid or not supported"
51612,100000,"7,990","Product Type is invalid or not supported"
51613,100000,"8,790","Product Type is invalid or not supported"
51614,100000,"9,990","Product Type is invalid or not supported"
51615-BK,100000,"0,760","Product Type is invalid or not supported"
51615-RD,100000,"0,760","Product Type is invalid or not supported"
51615-WE,100000,"0,760","Product Type is invalid or not supported"
51618-BE,100000,"0,530","Product Type is invalid or not supported"
51618-BK,100000,"0,530","Product Type is invalid or not supported"
51618-RD,100000,"0,530","Product Type is invalid or not supported"
51618-WE,100000,"0,530","Product Type is invalid or not supported"
51619,100000,"16,790","Product Type is invalid or not supported"
51620,100000,"10,490","Product Type is invalid or not supported"
51621,100000,"12,590","Product Type is invalid or not supported"
51623,100000,"2,720","Product Type is invalid or not supported"
51625,100000,"14,990","Product Type is invalid or not supported"
51626,100000,"12,990","Product Type is invalid or not supported"
51627,100000,"6,290","Product Type is invalid or not supported"
51629-BK,100000,"1,100","Product Type is invalid or not supported"
51629-SR,100000,"1,100","Product Type is invalid or not supported"
51629-WE,100000,"1,100","Product Type is invalid or not supported"
51630,100000,"11,860","Product Type is invalid or not supported"
51631,100000,"4,990","Product Type is invalid or not supported"
51632,100000,"2,960","Product Type is invalid or not supported"
51633,100000,"2,090","Product Type is invalid or not supported"
51634,100000,"5,760","Product Type is invalid or not supported"
51635,100000,"19,520","Product Type is invalid or not supported"
51636,100000,"32,650","Product Type is invalid or not supported"
51637,100000,"23,090","Product Type is invalid or not supported"
51638-S,100000,"20,780","Product Type is invalid or not supported"
51639,100000,"37,260","Product Type is invalid or not supported"
51640,100000,"49,860","Product Type is invalid or not supported"
51641,100000,"1,880","Product Type is invalid or not supported"
51642,100000,"5,220","Product Type is invalid or not supported"
51643,100000,"5,230","Product Type is invalid or not supported"
51644,100000,"2,480","Product Type is invalid or not supported"
51645,100000,"11,700","Product Type is invalid or not supported"
51647,100000,"12,430","Product Type is invalid or not supported"
51648,100000,"4,090","Product Type is invalid or not supported"
51649,100000,"32,390","Product Type is invalid or not supported"
51650-BK,100000,"0,630","Product Type is invalid or not supported"
51650-SR,100000,"0,630","Product Type is invalid or not supported"
51651,100000,"8,920","Product Type is invalid or not supported"
51652,100000,"9,330","Product Type is invalid or not supported"
51653,100000,"13,330","Product Type is invalid or not supported"
51654,100000,"3,500","Product Type is invalid or not supported"
51655,100000,"3,500","Product Type is invalid or not supported"
51656,100000,"1,850","Product Type is invalid or not supported"
51657,100000,"5,460","Product Type is invalid or not supported"
51658,100000,"6,290","Product Type is invalid or not supported"
51659,100000,"24,980","Product Type is invalid or not supported"
51660,100000,"3,720","Product Type is invalid or not supported"
51661,100000,"4,990","Product Type is invalid or not supported"
51663,100000,"6,790","Product Type is invalid or not supported"
51665-WE,100000,"1,520","Product Type is invalid or not supported"
51666-BK,100000,"14,990","Product Type is invalid or not supported"
51666-WE,100000,"14,990","Product Type is invalid or not supported"
51667,100000,"29,900","Product Type is invalid or not supported"
51668,100000,"8,350","Product Type is invalid or not supported"
51669,100000,"3,990","Product Type is invalid or not supported"
51671,100000,"17,420","Product Type is invalid or not supported"
51672,100000,"12,430","Product Type is invalid or not supported"
51673,100000,"4,600","Product Type is invalid or not supported"
51674,100000,"11,490","Product Type is invalid or not supported"
51676,100000,"3,120","Product Type is invalid or not supported"
51677-BE,100000,"0,920","Product Type is invalid or not supported"
51677-BK,100000,"0,920","Product Type is invalid or not supported"
51677-RD,100000,"0,920","Product Type is invalid or not supported"
51677-SR,100000,"0,920","Product Type is invalid or not supported"
51679,100000,"18,680","Product Type is invalid or not supported"
51681-BK,100000,"26,680","Product Type is invalid or not supported"
51681-S,100000,"26,680","Product Type is invalid or not supported"
51683,100000,"12,080","Product Type is invalid or not supported"
51684,100000,"7,330","Product Type is invalid or not supported"
51685,100000,"47,990","Product Type is invalid or not supported"
51688-WEBE,100000,"0,280","Product Type is invalid or not supported"
51688-WEBK,100000,"0,280","Product Type is invalid or not supported"
51688-WELGN,100000,"0,280","Product Type is invalid or not supported"
51688-WEMG,100000,"0,280","Product Type is invalid or not supported"
51688-WEOE,100000,"0,180","Product Type is invalid or not supported"
51688-WERD,100000,"0,280","Product Type is invalid or not supported"
51688-WEWE,100000,"0,280","Product Type is invalid or not supported"
51688-WEYW,100000,"0,280","Product Type is invalid or not supported"
51689-BK,100000,"4,190","Product Type is invalid or not supported"
51689-S,100000,"4,190","Product Type is invalid or not supported"
51689-WE,100000,"4,190","Product Type is invalid or not supported"
51690-BK,100000,"1,250","Product Type is invalid or not supported"
51690-WE,100000,"1,250","Product Type is invalid or not supported"
51693-BK,100000,"1,150","Product Type is invalid or not supported"
51693-WE,100000,"1,150","Product Type is invalid or not supported"
51694-BK,100000,"1,150","Product Type is invalid or not supported"
51694-BKR,100000,"2,090","Product Type is invalid or not supported"
51694-WE,100000,"1,150","Product Type is invalid or not supported"
51694-WER,100000,"2,090","Product Type is invalid or not supported"
51695-BK,100000,"5,980","Product Type is invalid or not supported"
51695-WE,100000,"5,980","Product Type is invalid or not supported"
51707-BE,100000,"0,390","Product Type is invalid or not supported"
51707-BK,100000,"0,390","Product Type is invalid or not supported"
51707-DGY,100000,"0,390","Product Type is invalid or not supported"
51707-RD,100000,"0,390","Product Type is invalid or not supported"
51708-BE,100000,"0,390","Product Type is invalid or not supported"
51708-BK,100000,"0,390","Product Type is invalid or not supported"
51708-DGY,100000,"0,390","Product Type is invalid or not supported"
51708-RD,100000,"0,390","Product Type is invalid or not supported"
51708-SR,100000,"0,390","Product Type is invalid or not supported"
51709-BE,100000,"0,280","Product Type is invalid or not supported"
51709-BK,100000,"0,280","Product Type is invalid or not supported"
51709-DGY,100000,"0,280","Product Type is invalid or not supported"
51709-RD,100000,"0,280","Product Type is invalid or not supported"
51709-SR,100000,"0,280","Product Type is invalid or not supported"
51713-BK,100000,"1,230","Product Type is invalid or not supported"
51713-SR,100000,"1,230","Product Type is invalid or not supported"
51714,100000,"14,990","Product Type is invalid or not supported"
51715,100000,"11,990","Product Type is invalid or not supported"
51716,100000,"7,990","Product Type is invalid or not supported"
51717,100000,"1,150","Product Type is invalid or not supported"
51718,100000,"5,760","Product Type is invalid or not supported"
51719,100000,"5,990","Product Type is invalid or not supported"
51720,100000,"7,330","Product Type is invalid or not supported"
51721-BK,100000,"1,290","Product Type is invalid or not supported"
51721-BKR,100000,"2,090","Product Type is invalid or not supported"
51721-WE,100000,"1,360","Product Type is invalid or not supported"
51721-WER,100000,"2,090","Product Type is invalid or not supported"
51722,100000,"9,990","Product Type is invalid or not supported"
51723,100000,"2,390","Product Type is invalid or not supported"
51724,100000,"4,990","Product Type is invalid or not supported"
51725,100000,"6,200","Product Type is invalid or not supported"
51726,100000,"8,080","Product Type is invalid or not supported"
51727,100000,"7,330","Product Type is invalid or not supported"
51728,100000,"11,530","Product Type is invalid or not supported"
51729,100000,"4,390","Product Type is invalid or not supported"
51730,100000,"9,960","Product Type is invalid or not supported"
51731,100000,"6,200","Product Type is invalid or not supported"
51732,100000,"0,790","Product Type is invalid or not supported"
51733,100000,"0,790","Product Type is invalid or not supported"
51734,100000,"2,930","Product Type is invalid or not supported"
51735-BK,100000,"0,290","Product Type is invalid or not supported"
51735-RD,100000,"0,290","Product Type is invalid or not supported"
51735-SR,100000,"0,290","Product Type is invalid or not supported"
51736,100000,"12,430","Product Type is invalid or not supported"
51737,100000,"6,200","Product Type is invalid or not supported"
51738,100000,"3,990","Product Type is invalid or not supported"
51739,100000,"6,920","Product Type is invalid or not supported"
51740,100000,"6,920","Product Type is invalid or not supported"
51741,100000,"8,390","Product Type is invalid or not supported"
51742-BK,100000,"1,460","Product Type is invalid or not supported"
51742-SR,100000,"1,460","Product Type is invalid or not supported"
51742-WE,100000,"1,460","Product Type is invalid or not supported"
51743,100000,"29,990","Product Type is invalid or not supported"
51744,100000,"25,700","Product Type is invalid or not supported"
51745-DGY,100000,"3,500","Product Type is invalid or not supported"
51745-SR,100000,"3,500","Product Type is invalid or not supported"
51746-BK,100000,"0,330","Product Type is invalid or not supported"
51746-SR,100000,"0,330","Product Type is invalid or not supported"
51746-WE,100000,"0,330","Product Type is invalid or not supported"
51747,100000,"7,990","Product Type is invalid or not supported"
51748,100000,"6,990","Product Type is invalid or not supported"
51749,100000,"15,730","Product Type is invalid or not supported"
51751,100000,"9,790","Product Type is invalid or not supported"
51752,100000,"4,190","Product Type is invalid or not supported"
51754,100000,"2,720","Product Type is invalid or not supported"
51755,100000,"7,100","Product Type is invalid or not supported"
51756,100000,"5,760","Product Type is invalid or not supported"
51757,100000,"23,050","Product Type is invalid or not supported"
51758,100000,"22,360","Product Type is invalid or not supported"
51759,100000,"24,980","Product Type is invalid or not supported"
51760,100000,"13,630","Product Type is invalid or not supported"
51761,100000,"5,990","Product Type is invalid or not supported"
51762,100000,"6,990","Product Type is invalid or not supported"
51763,100000,"7,990","Product Type is invalid or not supported"
51764-BK,100000,"3,130","Product Type is invalid or not supported"
51764-OE,100000,"3,130","Product Type is invalid or not supported"
51765-BK,100000,"4,190","Product Type is invalid or not supported"
51765-OE,100000,"4,190","Product Type is invalid or not supported"
51766-SR,100000,"6,290","Product Type is invalid or not supported"
51767-L,100000,"6,880","Product Type is invalid or not supported"
51767-S,100000,"3,460","Product Type is invalid or not supported"
51767-XL,100000,"9,960","Product Type is invalid or not supported"
51771,100000,"19,990","Product Type is invalid or not supported"
51772,100000,"6,590","Product Type is invalid or not supported"
51773,100000,"2,990","Product Type is invalid or not supported"
51774,100000,"7,990","Product Type is invalid or not supported"
51776,100000,"19,990","Product Type is invalid or not supported"
51777-BK,100000,"4,990","Product Type is invalid or not supported"
51777-BK-R,100000,"4,990","Product Type is invalid or not supported"
51777-WE,100000,"4,990","Product Type is invalid or not supported"
51777-WE-R,100000,"4,990","Product Type is invalid or not supported"
51778,100000,"3,990","Product Type is invalid or not supported"
51779-BE,100000,"13,990","Product Type is invalid or not supported"
51779-BK,100000,"13,990","Product Type is invalid or not supported"
51779-RD,100000,"13,990","Product Type is invalid or not supported"
51779-WE,100000,"13,990","Product Type is invalid or not supported"
51780-BE,100000,"13,580","Product Type is invalid or not supported"
51780-BK,100000,"13,580","Product Type is invalid or not supported"
51780-RD,100000,"17,990","Product Type is invalid or not supported"
51780-WE,100000,"13,580","Product Type is invalid or not supported"
51781,100000,"4,990","Product Type is invalid or not supported"
51782,100000,"14,290","Product Type is invalid or not supported"
51783,100000,"19,990","Product Type is invalid or not supported"
51784-BE,100000,"3,990","Product Type is invalid or not supported"
51784-BK,100000,"3,990","Product Type is invalid or not supported"
51784-RD,100000,"3,990","Product Type is invalid or not supported"
51784-SR,100000,"3,990","Product Type is invalid or not supported"
51785,100000,"9,990","Product Type is invalid or not supported"
51789-BE,100000,"3,790","Product Type is invalid or not supported"
51789-BK,100000,"3,790","Product Type is invalid or not supported"
51789-RD,100000,"3,790","Product Type is invalid or not supported"
51789-WE,100000,"3,790","Product Type is invalid or not supported"
51790-BE,100000,"0,930","Product Type is invalid or not supported"
51790-BK,100000,"0,930","Product Type is invalid or not supported"
51791-BK,100000,"1,550","Product Type is invalid or not supported"
51791-DBE,100000,"1,550","Product Type is invalid or not supported"
51791-LGN,100000,"1,550","Product Type is invalid or not supported"
51791-RD,100000,"1,550","Product Type is invalid or not supported"
51792-BK,100000,"1,290","Product Type is invalid or not supported"
51792-DBE,100000,"1,290","Product Type is invalid or not supported"
51792-LGN,100000,"1,290","Product Type is invalid or not supported"
51792-RD,100000,"1,290","Product Type is invalid or not supported"
51793-BE,100000,"0,300","Product Type is invalid or not supported"
51793-WE,100000,"0,300","Product Type is invalid or not supported"
51794-BE,100000,"0,400","Product Type is invalid or not supported"
51794-LBN,100000,"0,400","Product Type is invalid or not supported"
51794-RD,100000,"0,400","Product Type is invalid or not supported"
51795-BE,100000,"0,250","Product Type is invalid or not supported"
51795-LBN,100000,"0,250","Product Type is invalid or not supported"
51795-RD,100000,"0,250","Product Type is invalid or not supported"
51796-BK,100000,"0,850","Product Type is invalid or not supported"
51796-DBE,100000,"0,850","Product Type is invalid or not supported"
51796-LGN,100000,"0,850","Product Type is invalid or not supported"
51796-RD,100000,"0,850","Product Type is invalid or not supported"
51797-WE,100000,"9,990","Product Type is invalid or not supported"
51798-WE,100000,"54,800","Product Type is invalid or not supported"
51799,100000,"10,390","Product Type is invalid or not supported"
51800-WE,100000,"5,990","Product Type is invalid or not supported"
51801-BE,100000,"1,290","Product Type is invalid or not supported"
51801-BK,100000,"1,290","Product Type is invalid or not supported"
51801-RD,100000,"1,290","Product Type is invalid or not supported"
51801-WE,100000,"1,290","Product Type is invalid or not supported"
51802-BK,100000,"5,790","Product Type is invalid or not supported"
51803-BK,100000,"4,720","Product Type is invalid or not supported"
51804-BK,100000,"1,990","Product Type is invalid or not supported"
51805-BK,100000,"2,990","Product Type is invalid or not supported"
51806-BK,100000,"2,720","Product Type is invalid or not supported"
51808-BK,100000,"4,820","Product Type is invalid or not supported"
51809-BK,100000,"7,330","Product Type is invalid or not supported"
51810,100000,"7,990","Product Type is invalid or not supported"
51811,100000,"5,230","Product Type is invalid or not supported"
51812-WE,100000,"2,090","Product Type is invalid or not supported"
51813-WE,100000,"2,130","Product Type is invalid or not supported"
51815-WE,100000,"1,980","Product Type is invalid or not supported"
51816-BK,100000,"25,700","Product Type is invalid or not supported"
51817-BK,100000,"11,990","Product Type is invalid or not supported"
51817-WE,100000,"11,990","Product Type is invalid or not supported"
51818-BK,100000,"31,490","Product Type is invalid or not supported"
51819,100000,"7,330","Product Type is invalid or not supported"
51820-BK,100000,"5,230","Product Type is invalid or not supported"
51820-WE,100000,"5,230","Product Type is invalid or not supported"
51821-BK,100000,"7,990","Product Type is invalid or not supported"
51821-WE,100000,"7,990","Product Type is invalid or not supported"
51822-BE,100000,"1,230","Product Type is invalid or not supported"
51822-BK,100000,"1,230","Product Type is invalid or not supported"
51822-MG,100000,"1,230","Product Type is invalid or not supported"
51822-SR,100000,"1,230","Product Type is invalid or not supported"
51823-BK,100000,"11,860","Product Type is invalid or not supported"
51824,100000,"0,930","Product Type is invalid or not supported"
51825-BK,100000,"5,620","Product Type is invalid or not supported"
51827,100000,"8,080","Product Type is invalid or not supported"
51830-BE,100000,"0,480","Product Type is invalid or not supported"
51830-BK,100000,"0,480","Product Type is invalid or not supported"
51830-RD,100000,"0,480","Product Type is invalid or not supported"
51831-BK,100000,"11,860","Product Type is invalid or not supported"
51832-BE,100000,"3,550","Product Type is invalid or not supported"
51832-BK,100000,"3,550","Product Type is invalid or not supported"
51832-LGN,100000,"3,550","Product Type is invalid or not supported"
51832-MG,100000,"3,550","Product Type is invalid or not supported"
51832-RD,100000,"3,550","Product Type is invalid or not supported"
51832-SR,100000,"3,550","Product Type is invalid or not supported"
51832-WE,100000,"3,550","Product Type is invalid or not supported"
51833-BK,100000,"8,720","Product Type is invalid or not supported"
51833-WE,100000,"8,720","Product Type is invalid or not supported"
51834-BE,100000,"1,460","Product Type is invalid or not supported"
51836,100000,"13,990","Product Type is invalid or not supported"
51837-BKR,100000,"1,880","Product Type is invalid or not supported"
51837-WER,100000,"1,880","Product Type is invalid or not supported"
51839,100000,"5,230","Product Type is invalid or not supported"
51840,100000,"7,330","Product Type is invalid or not supported"
51842-BK,100000,"24,980","Product Type is invalid or not supported"
51843-RD,100000,"2,980","Product Type is invalid or not supported"
51845,100000,"1,720","Product Type is invalid or not supported"
51845-BE,100000,"1,720","Product Type is invalid or not supported"
51845-RD,100000,"1,720","Product Type is invalid or not supported"
51846-BK,100000,"2,090","Product Type is invalid or not supported"
51847-BK,100000,"6,290","Product Type is invalid or not supported"
51848-SR,100000,"4,600","Product Type is invalid or not supported"
51849-BK,100000,"3,250","Product Type is invalid or not supported"
51849-WE,100000,"3,250","Product Type is invalid or not supported"
51850,100000,"5,500","Product Type is invalid or not supported"
51851-WE,100000,"4,890","Product Type is invalid or not supported"
51852-BK,100000,"18,480","Product Type is invalid or not supported"
51853,100000,"12,430","Product Type is invalid or not supported"
51854,100000,"12,430","Product Type is invalid or not supported"
51855,100000,"4,090","Product Type is invalid or not supported"
51856,100000,"9,430","Product Type is invalid or not supported"
51857-BK,100000,"2,930","Product Type is invalid or not supported"
51857-WE,100000,"2,930","Product Type is invalid or not supported"
51858-BK,100000,"2,300","Product Type is invalid or not supported"
51858-WE,100000,"2,300","Product Type is invalid or not supported"
51859-BKR,100000,"4,090","Product Type is invalid or not supported"
51859-SR,100000,"4,090","Product Type is invalid or not supported"
51860,100000,"12,590","Product Type is invalid or not supported"
51861-WE,100000,"5,620","Product Type is invalid or not supported"
51862,100000,"4,990","Product Type is invalid or not supported"
51863,100000,"6,920","Product Type is invalid or not supported"
51864,100000,"11,530","Product Type is invalid or not supported"
51865,100000,"88,880","Product Type is invalid or not supported"
51866-BK,100000,"9,650","Product Type is invalid or not supported"
51866-SR,100000,"9,650","Product Type is invalid or not supported"
51866-WE,100000,"9,650","Product Type is invalid or not supported"
51867-BK,100000,"4,090","Product Type is invalid or not supported"
51868-BE,100000,"3,790","Product Type is invalid or not supported"
51868-BK,100000,"3,790","Product Type is invalid or not supported"
51868-BN,100000,"3,790","Product Type is invalid or not supported"
51870-BE,100000,"1,150","Product Type is invalid or not supported"
51870-BK,100000,"1,150","Product Type is invalid or not supported"
51870-RD,100000,"1,150","Product Type is invalid or not supported"
51870-SR,100000,"1,150","Product Type is invalid or not supported"
51871-GY,100000,"6,920","Product Type is invalid or not supported"
51872,100000,"32,960","Product Type is invalid or not supported"
51873,100000,"12,080","Product Type is invalid or not supported"
51874,100000,"6,920","Product Type is invalid or not supported"
51875-BK,100000,"11,530","Product Type is invalid or not supported"
51876,100000,"8,180","Product Type is invalid or not supported"
51877,100000,"9,020","Product Type is invalid or not supported"
51878-BK,100000,"1,560","Product Type is invalid or not supported"
51878-WE,100000,"1,560","Product Type is invalid or not supported"
51879-BKBK,100000,"5,760","Product Type is invalid or not supported"
51879-BKWE,100000,"5,760","Product Type is invalid or not supported"
51880,100000,"1,460","Product Type is invalid or not supported"
51881,100000,"9,230","Product Type is invalid or not supported"
51882,100000,"7,760","Product Type is invalid or not supported"
51883-BE,100000,"0,920","Product Type is invalid or not supported"
51883-BK,100000,"0,920","Product Type is invalid or not supported"
51883-RD,100000,"0,920","Product Type is invalid or not supported"
51883-WE,100000,"0,920","Product Type is invalid or not supported"
51884-BK,100000,"3,990","Product Type is invalid or not supported"
51884-SR,100000,"3,990","Product Type is invalid or not supported"
51888-BK,100000,"5,500","Product Type is invalid or not supported"
51888-BK-R,100000,"5,500","Product Type is invalid or not supported"
51888-WE,100000,"5,500","Product Type is invalid or not supported"
51888-WE-R,100000,"5,500","Product Type is invalid or not supported"
51889-BK,100000,"0,790","Product Type is invalid or not supported"
51889-WE,100000,"0,790","Product Type is invalid or not supported"
51891-BKR,100000,"2,090","Product Type is invalid or not supported"
51891-WER,100000,"2,090","Product Type is invalid or not supported"
51892-RD,100000,"3,460","Product Type is invalid or not supported"
51893,100000,"1,360","Product Type is invalid or not supported"
51894,100000,"1,520","Product Type is invalid or not supported"
51895,100000,"25,700","Product Type is invalid or not supported"
51896,100000,"11,180","Product Type is invalid or not supported"
51897,100000,"6,920","Product Type is invalid or not supported"
51898,100000,"3,990","Product Type is invalid or not supported"
51899,100000,"4,990","Product Type is invalid or not supported"
51900,100000,"14,990","Product Type is invalid or not supported"
51902-WE,100000,"0,260","Product Type is invalid or not supported"
51903-WE,100000,"1,250","Product Type is invalid or not supported"
51904-BE,100000,"2,720","Product Type is invalid or not supported"
51904-BK,100000,"2,720","Product Type is invalid or not supported"
51905,100000,"2,130","Product Type is invalid or not supported"
51906,100000,"4,990","Product Type is invalid or not supported"
51907,100000,"11,530","Product Type is invalid or not supported"
51908-BE,100000,"0,990","Product Type is invalid or not supported"
51908-BK,100000,"0,990","Product Type is invalid or not supported"
51908-RD,100000,"0,990","Product Type is invalid or not supported"
51908-WE,100000,"0,990","Product Type is invalid or not supported"
51910,100000,"6,990","Product Type is invalid or not supported"
51911,100000,"17,850","Product Type is invalid or not supported"
51912-BK,100000,"3,090","Product Type is invalid or not supported"
51912-GY,100000,"3,090","Product Type is invalid or not supported"
51912-SR,100000,"3,090","Product Type is invalid or not supported"
51913,100000,"20,520","Product Type is invalid or not supported"
51914,100000,"77,780","Product Type is invalid or not supported"
51915,100000,"32,990","Product Type is invalid or not supported"
51916-BE,100000,"0,750","Product Type is invalid or not supported"
51916-BK,100000,"0,750","Product Type is invalid or not supported"
51916-WE,100000,"0,750","Product Type is invalid or not supported"
51917-BE,100000,"0,330","Product Type is invalid or not supported"
51917-RD,100000,"0,330","Product Type is invalid or not supported"
51917-WE,100000,"0,330","Product Type is invalid or not supported"
51918-WE,100000,"0,190","Product Type is invalid or not supported"
51919-BE,100000,"1,490","Product Type is invalid or not supported"
51919-RD,100000,"1,490","Product Type is invalid or not supported"
51919-WE,100000,"1,490","Product Type is invalid or not supported"
51920-WE,100000,"0,260","Product Type is invalid or not supported"
51921-DBE,100000,"0,290","Product Type is invalid or not supported"
51921-GY,100000,"0,290","Product Type is invalid or not supported"
51921-RD,100000,"0,290","Product Type is invalid or not supported"
51922-WEBE,100000,"0,550","Product Type is invalid or not supported"
51922-WERD,100000,"0,550","Product Type is invalid or not supported"
51922-WEWE,100000,"0,550","Product Type is invalid or not supported"
51923-WEBE,100000,"0,550","Product Type is invalid or not supported"
51923-WEGY,100000,"0,550","Product Type is invalid or not supported"
51923-WERD,100000,"0,550","Product Type is invalid or not supported"
51924-WE,100000,"1,720","Product Type is invalid or not supported"
51925-BE,100000,"1,990","Product Type is invalid or not supported"
51925-BK,100000,"1,990","Product Type is invalid or not supported"
51925-RD,100000,"1,990","Product Type is invalid or not supported"
51926,100000,"0,800","Product Type is invalid or not supported"
51927,100000,"0,800","Product Type is invalid or not supported"
51928,100000,"0,800","Product Type is invalid or not supported"
51929,100000,"8,500","Product Type is invalid or not supported"
51930,100000,"4,990","Product Type is invalid or not supported"
51932-WE,100000,"0,560","Product Type is invalid or not supported"
51934,100000,"3,490","Product Type is invalid or not supported"
51935,100000,"11,530","Product Type is invalid or not supported"
51936-BE,100000,"1,690","Product Type is invalid or not supported"
51936-BK,100000,"1,690","Product Type is invalid or not supported"
51936-MG,100000,"1,690","Product Type is invalid or not supported"
51936-OE,100000,"1,690","Product Type is invalid or not supported"
51936-RD,100000,"1,690","Product Type is invalid or not supported"
51936-WE,100000,"1,690","Product Type is invalid or not supported"
51938,100000,"4,090","Product Type is invalid or not supported"
51939-BK,100000,"6,990","Product Type is invalid or not supported"
51940,100000,"3,780","Product Type is invalid or not supported"
51941,100000,"3,780","Product Type is invalid or not supported"
51942-WEBK,100000,"6,600","Product Type is invalid or not supported"
51943-WEWE,100000,"0,920","Product Type is invalid or not supported"
51944,100000,"131,990","Product Type is invalid or not supported"
51945,100000,"16,850","Product Type is invalid or not supported"
51946,100000,"5,490","Product Type is invalid or not supported"
51947,100000,"4,500","Product Type is invalid or not supported"
51948-BKSR,100000,"9,890","Product Type is invalid or not supported"
51949-BK,100000,"10,500","Product Type is invalid or not supported"
51950-DGY,100000,"11,490","Product Type is invalid or not supported"
51951-BK,100000,"2,690","Product Type is invalid or not supported"
51952-BK,100000,"3,490","Product Type is invalid or not supported"
51953-BK,100000,"4,990","Product Type is invalid or not supported"
51953-BN,100000,"4,990","Product Type is invalid or not supported"
51954-BK,100000,"6,990","Product Type is invalid or not supported"
51954-SR,100000,"6,990","Product Type is invalid or not supported"
51957,100000,"3,650","Product Type is invalid or not supported"
51958-BK,100000,"0,650","Product Type is invalid or not supported"
51964,100000,"9,990","Product Type is invalid or not supported"
51975-WE,100000,"4,490","Product Type is invalid or not supported"
51976,100000,"2,590","Product Type is invalid or not supported"
51977,100000,"6,990","Product Type is invalid or not supported"
51978-BKBK,100000,"1,690","Product Type is invalid or not supported"
51978-BKSR,100000,"1,690","Product Type is invalid or not supported"
51979,100000,"2,290","Product Type is invalid or not supported"
51980,100000,"8,990","Product Type is invalid or not supported"
51981-WE,100000,"14,290","Product Type is invalid or not supported"
51982,100000,"19,990","Product Type is invalid or not supported"
51983-WE,100000,"12,850","Product Type is invalid or not supported"
51984-BE,100000,"2,990","Product Type is invalid or not supported"
51984-BK,100000,"2,990","Product Type is invalid or not supported"
51984-DRD,100000,"2,990","Product Type is invalid or not supported"
51984-GY,100000,"2,990","Product Type is invalid or not supported"
51985-BE,100000,"1,690","Product Type is invalid or not supported"
51985-BK,100000,"1,690","Product Type is invalid or not supported"
51985-DRD,100000,"1,690","Product Type is invalid or not supported"
51985-GY,100000,"1,690","Product Type is invalid or not supported"
51986,100000,"4,700","Product Type is invalid or not supported"
51987,100000,"2,290","Product Type is invalid or not supported"
51988-BK,100000,"3,790","Product Type is invalid or not supported"
51988-BN,100000,"3,790","Product Type is invalid or not supported"
51989,100000,"6,990","Product Type is invalid or not supported"
51990-BK,100000,"2,590","Product Type is invalid or not supported"
51990-BN,100000,"2,590","Product Type is invalid or not supported"
51991-BK,100000,"9,990","Product Type is invalid or not supported"
51991-BN,100000,"9,990","Product Type is invalid or not supported"
51992-BK,100000,"5,990","Product Type is invalid or not supported"
51992-BN,100000,"5,990","Product Type is invalid or not supported"
51993-BE-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-BK-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-GY-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-LGN-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-MG-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-OE-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-RD-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-WE-4GB,100000,"5,680","Product Type is invalid or not supported"
51993-YW-4GB,100000,"5,680","Product Type is invalid or not supported"
51994-BE,100000,"0,600","Product Type is invalid or not supported"
51994-BK,100000,"0,600","Product Type is invalid or not supported"
51994-RD,100000,"0,600","Product Type is invalid or not supported"
51994-WE,100000,"0,600","Product Type is invalid or not supported"
51995-BK,100000,"3,290","Product Type is invalid or not supported"
51995-SR,100000,"3,290","Product Type is invalid or not supported"
51996-BK,100000,"0,890","Product Type is invalid or not supported"
51997,100000,"2,990","Product Type is invalid or not supported"
51998,100000,"2,290","Product Type is invalid or not supported"
51999-BE,100000,"9,990","Product Type is invalid or not supported"
51999-BE-R,100000,"9,990","Product Type is invalid or not supported"
51999-BK,100000,"9,990","Product Type is invalid or not supported"
51999-BK-R,100000,"9,990","Product Type is invalid or not supported"
51999-GN,100000,"9,990","Product Type is invalid or not supported"
51999-GN-R,100000,"9,990","Product Type is invalid or not supported"
51999-MG,100000,"9,990","Product Type is invalid or not supported"
51999-RD,100000,"8,560","Product Type is invalid or not supported"
51999-RD-R,100000,"8,560","Product Type is invalid or not supported"
51999-WE,100000,"9,990","Product Type is invalid or not supported"
51999-WE-R,100000,"9,990","Product Type is invalid or not supported"
52000-BE,100000,"15,390","Product Type is invalid or not supported"
